miRNA,Score_mi,Gene,Disease_name,Score_dis
hsa-miR-606,96.9747548056,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-6080,91.00062,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-628-5p,89.2602,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-6868-5p,94.8438,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-7975,86.0365,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-8066,92.0557314885,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-8075,84.802,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-8485,81.9886,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-9718,91.61555,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-98-3p,87.6465,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-let-7a-3p,87.6465,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-let-7b-3p,87.6465,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-let-7f-1-3p,85.7919,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-12136,82.236557635,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-130a-3p,94.83525937447,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-130b-3p,94.83525937447,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-148a-3p,80.9015,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-148b-3p,80.9015,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-152-3p,80.9015,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-193a-5p,91.60862,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-203b-3p,86.644,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-301a-3p,94.83525937447,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-301b-3p,94.83525937447,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-365a-3p,91.201069972,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-365b-3p,91.201069972,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-3666,94.83525937447,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-376a-2-5p,86.4716,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-4295,94.83525937447,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-4452,88.7639,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-450b-5p,82.638100725,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-454-3p,95.23518548302,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-4799-5p,84.6299,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-518a-5p,96.4203672486228,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-519a-3p,85.9177,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-519b-3p,85.9177,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-519c-3p,85.9177,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-527,96.4203672486228,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-548ae-3p,87.3709320934,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-548ah-3p,87.3709320934,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-548aj-3p,89.297379292,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-548am-3p,87.3709320934,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-548aq-3p,87.3709320934,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-548j-3p,87.3709320934,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-548x-3p,89.297379292,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-5692a,81.1437,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-570-3p,82.8254,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-606,96.9747548056,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-6868-5p,94.8438,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-7975,86.0365,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-8066,85.4249600843,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-8485,81.9886,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-miR-98-3p,87.6465,ACVR1,fibrodysplasia ossificans progressiva,100.0
hsa-let-7a-3p,85.6070590182,FBN1,marfan syndrome,100.0
hsa-let-7a-3p,85.6070590182,FBN1,weill-marchesani syndrome,90.0
hsa-let-7a-3p,85.6070590182,FBN1,weill-marchesani syndrome,91.0
hsa-let-7b-3p,85.6070590182,FBN1,marfan syndrome,100.0
hsa-let-7b-3p,85.6070590182,FBN1,weill-marchesani syndrome,90.0
hsa-let-7b-3p,85.6070590182,FBN1,weill-marchesani syndrome,91.0
hsa-let-7f-1-3p,85.6070590182,FBN1,marfan syndrome,100.0
hsa-let-7f-1-3p,85.6070590182,FBN1,weill-marchesani syndrome,90.0
hsa-let-7f-1-3p,85.6070590182,FBN1,weill-marchesani syndrome,91.0
hsa-miR-10399-5p,89.84044098,FBN1,marfan syndrome,100.0
hsa-miR-10399-5p,89.84044098,FBN1,weill-marchesani syndrome,90.0
hsa-miR-10399-5p,89.84044098,FBN1,weill-marchesani syndrome,91.0
hsa-miR-1252-5p,83.916715156,FBN1,marfan syndrome,100.0
hsa-miR-1252-5p,83.916715156,FBN1,weill-marchesani syndrome,90.0
hsa-miR-1252-5p,83.916715156,FBN1,weill-marchesani syndrome,91.0
hsa-miR-1275,90.20778,FBN1,marfan syndrome,100.0
hsa-miR-1275,90.20778,FBN1,weill-marchesani syndrome,90.0
hsa-miR-1275,90.20778,FBN1,weill-marchesani syndrome,91.0
hsa-miR-133a-3p,97.2825706854,FBN1,marfan syndrome,100.0
hsa-miR-133a-3p,97.2825706854,FBN1,weill-marchesani syndrome,90.0
hsa-miR-133a-3p,97.2825706854,FBN1,weill-marchesani syndrome,91.0
hsa-miR-133b,97.2825706854,FBN1,marfan syndrome,100.0
hsa-miR-133b,97.2825706854,FBN1,weill-marchesani syndrome,90.0
hsa-miR-133b,97.2825706854,FBN1,weill-marchesani syndrome,91.0
hsa-miR-140-5p,93.629561926,FBN1,marfan syndrome,100.0
hsa-miR-140-5p,93.629561926,FBN1,weill-marchesani syndrome,90.0
hsa-miR-140-5p,93.629561926,FBN1,weill-marchesani syndrome,91.0
hsa-miR-144-3p,91.9014707317,FBN1,marfan syndrome,100.0
hsa-miR-144-3p,91.9014707317,FBN1,weill-marchesani syndrome,90.0
hsa-miR-144-3p,91.9014707317,FBN1,weill-marchesani syndrome,91.0
hsa-miR-148a-3p,93.61436,FBN1,marfan syndrome,100.0
hsa-miR-148a-3p,93.61436,FBN1,weill-marchesani syndrome,90.0
hsa-miR-148a-3p,93.61436,FBN1,weill-marchesani syndrome,91.0
hsa-miR-148b-3p,93.61436,FBN1,marfan syndrome,100.0
hsa-miR-148b-3p,93.61436,FBN1,weill-marchesani syndrome,90.0
hsa-miR-148b-3p,93.61436,FBN1,weill-marchesani syndrome,91.0
hsa-miR-152-3p,93.61436,FBN1,marfan syndrome,100.0
hsa-miR-152-3p,93.61436,FBN1,weill-marchesani syndrome,90.0
hsa-miR-152-3p,93.61436,FBN1,weill-marchesani syndrome,91.0
hsa-miR-2052,80.18877245,FBN1,marfan syndrome,100.0
hsa-miR-2052,80.18877245,FBN1,weill-marchesani syndrome,90.0
hsa-miR-2052,80.18877245,FBN1,weill-marchesani syndrome,91.0
hsa-miR-216b-3p,80.521,FBN1,marfan syndrome,100.0
hsa-miR-216b-3p,80.521,FBN1,weill-marchesani syndrome,90.0
hsa-miR-216b-3p,80.521,FBN1,weill-marchesani syndrome,91.0
hsa-miR-25-3p,98.2162576256,FBN1,marfan syndrome,100.0
hsa-miR-25-3p,98.2162576256,FBN1,weill-marchesani syndrome,90.0
hsa-miR-25-3p,98.2162576256,FBN1,weill-marchesani syndrome,91.0
hsa-miR-29a-3p,99.58670868448,FBN1,marfan syndrome,100.0
hsa-miR-29a-3p,99.58670868448,FBN1,weill-marchesani syndrome,90.0
hsa-miR-29a-3p,99.58670868448,FBN1,weill-marchesani syndrome,91.0
hsa-miR-29b-2-5p,92.35449,FBN1,marfan syndrome,100.0
hsa-miR-29b-2-5p,92.35449,FBN1,weill-marchesani syndrome,90.0
hsa-miR-29b-2-5p,92.35449,FBN1,weill-marchesani syndrome,91.0
hsa-miR-29b-3p,99.58670868448,FBN1,marfan syndrome,100.0
hsa-miR-29b-3p,99.58670868448,FBN1,weill-marchesani syndrome,90.0
hsa-miR-29b-3p,99.58670868448,FBN1,weill-marchesani syndrome,91.0
hsa-miR-29c-3p,99.58670868448,FBN1,marfan syndrome,100.0
hsa-miR-29c-3p,99.58670868448,FBN1,weill-marchesani syndrome,90.0
hsa-miR-29c-3p,99.58670868448,FBN1,weill-marchesani syndrome,91.0
hsa-miR-32-3p,92.9312776835236,FBN1,marfan syndrome,100.0
hsa-miR-32-3p,92.9312776835236,FBN1,weill-marchesani syndrome,90.0
hsa-miR-32-3p,92.9312776835236,FBN1,weill-marchesani syndrome,91.0
hsa-miR-32-5p,98.628837752,FBN1,marfan syndrome,100.0
hsa-miR-32-5p,98.628837752,FBN1,weill-marchesani syndrome,90.0
hsa-miR-32-5p,98.628837752,FBN1,weill-marchesani syndrome,91.0
hsa-miR-3200-3p,92.99385,FBN1,marfan syndrome,100.0
hsa-miR-3200-3p,92.99385,FBN1,weill-marchesani syndrome,90.0
hsa-miR-3200-3p,92.99385,FBN1,weill-marchesani syndrome,91.0
hsa-miR-340-5p,97.4977940325444,FBN1,marfan syndrome,100.0
hsa-miR-340-5p,97.4977940325444,FBN1,weill-marchesani syndrome,90.0
hsa-miR-340-5p,97.4977940325444,FBN1,weill-marchesani syndrome,91.0
hsa-miR-363-3p,98.2162576256,FBN1,marfan syndrome,100.0
hsa-miR-363-3p,98.2162576256,FBN1,weill-marchesani syndrome,90.0
hsa-miR-363-3p,98.2162576256,FBN1,weill-marchesani syndrome,91.0
hsa-miR-3664-3p,94.99831872148,FBN1,marfan syndrome,100.0
hsa-miR-3664-3p,94.99831872148,FBN1,weill-marchesani syndrome,90.0
hsa-miR-3664-3p,94.99831872148,FBN1,weill-marchesani syndrome,91.0
hsa-miR-367-3p,98.2162576256,FBN1,marfan syndrome,100.0
hsa-miR-367-3p,98.2162576256,FBN1,weill-marchesani syndrome,90.0
hsa-miR-367-3p,98.2162576256,FBN1,weill-marchesani syndrome,91.0
hsa-miR-3941,86.1513925834,FBN1,marfan syndrome,100.0
hsa-miR-3941,86.1513925834,FBN1,weill-marchesani syndrome,90.0
hsa-miR-3941,86.1513925834,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4251,84.7624837736,FBN1,marfan syndrome,100.0
hsa-miR-4251,84.7624837736,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4251,84.7624837736,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4263,83.9885,FBN1,marfan syndrome,100.0
hsa-miR-4263,83.9885,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4263,83.9885,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4324,92.37597,FBN1,marfan syndrome,100.0
hsa-miR-4324,92.37597,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4324,92.37597,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4325,82.9916,FBN1,marfan syndrome,100.0
hsa-miR-4325,82.9916,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4325,82.9916,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4434,94.74555,FBN1,marfan syndrome,100.0
hsa-miR-4434,94.74555,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4434,94.74555,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4473,82.0868,FBN1,marfan syndrome,100.0
hsa-miR-4473,82.0868,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4473,82.0868,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4504,81.5189113516,FBN1,marfan syndrome,100.0
hsa-miR-4504,81.5189113516,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4504,81.5189113516,FBN1,weill-marchesani syndrome,91.0
hsa-miR-450b-5p,81.8082,FBN1,marfan syndrome,100.0
hsa-miR-450b-5p,81.8082,FBN1,weill-marchesani syndrome,90.0
hsa-miR-450b-5p,81.8082,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4516,94.75316,FBN1,marfan syndrome,100.0
hsa-miR-4516,94.75316,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4516,94.75316,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4531,84.7366,FBN1,marfan syndrome,100.0
hsa-miR-4531,84.7366,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4531,84.7366,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4665-5p,86.0613,FBN1,marfan syndrome,100.0
hsa-miR-4665-5p,86.0613,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4665-5p,86.0613,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4666a-5p,92.53267,FBN1,marfan syndrome,100.0
hsa-miR-4666a-5p,92.53267,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4666a-5p,92.53267,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4703-3p,86.925,FBN1,marfan syndrome,100.0
hsa-miR-4703-3p,86.925,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4703-3p,86.925,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4795-3p,90.39238,FBN1,marfan syndrome,100.0
hsa-miR-4795-3p,90.39238,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4795-3p,90.39238,FBN1,weill-marchesani syndrome,91.0
hsa-miR-4802-3p,84.2065,FBN1,marfan syndrome,100.0
hsa-miR-4802-3p,84.2065,FBN1,weill-marchesani syndrome,90.0
hsa-miR-4802-3p,84.2065,FBN1,weill-marchesani syndrome,91.0
hsa-miR-488-3p,90.1566612574818,FBN1,marfan syndrome,100.0
hsa-miR-488-3p,90.1566612574818,FBN1,weill-marchesani syndrome,90.0
hsa-miR-488-3p,90.1566612574818,FBN1,weill-marchesani syndrome,91.0
hsa-miR-498-3p,91.5747,FBN1,marfan syndrome,100.0
hsa-miR-498-3p,91.5747,FBN1,weill-marchesani syndrome,90.0
hsa-miR-498-3p,91.5747,FBN1,weill-marchesani syndrome,91.0
hsa-miR-498-5p,80.7228420274,FBN1,marfan syndrome,100.0
hsa-miR-498-5p,80.7228420274,FBN1,weill-marchesani syndrome,90.0
hsa-miR-498-5p,80.7228420274,FBN1,weill-marchesani syndrome,91.0
hsa-miR-499a-5p,89.554,FBN1,marfan syndrome,100.0
hsa-miR-499a-5p,89.554,FBN1,weill-marchesani syndrome,90.0
hsa-miR-499a-5p,89.554,FBN1,weill-marchesani syndrome,91.0
hsa-miR-5002-5p,96.9694923368028,FBN1,marfan syndrome,100.0
hsa-miR-5002-5p,96.9694923368028,FBN1,weill-marchesani syndrome,90.0
hsa-miR-5002-5p,96.9694923368028,FBN1,weill-marchesani syndrome,91.0
hsa-miR-5197-5p,83.53156197,FBN1,marfan syndrome,100.0
hsa-miR-5197-5p,83.53156197,FBN1,weill-marchesani syndrome,90.0
hsa-miR-5197-5p,83.53156197,FBN1,weill-marchesani syndrome,91.0
hsa-miR-520d-5p,95.620669509405,FBN1,marfan syndrome,100.0
hsa-miR-520d-5p,95.620669509405,FBN1,weill-marchesani syndrome,90.0
hsa-miR-520d-5p,95.620669509405,FBN1,weill-marchesani syndrome,91.0
hsa-miR-520f-3p,95.27409,FBN1,marfan syndrome,100.0
hsa-miR-520f-3p,95.27409,FBN1,weill-marchesani syndrome,90.0
hsa-miR-520f-3p,95.27409,FBN1,weill-marchesani syndrome,91.0
hsa-miR-524-5p,95.620669509405,FBN1,marfan syndrome,100.0
hsa-miR-524-5p,95.620669509405,FBN1,weill-marchesani syndrome,90.0
hsa-miR-524-5p,95.620669509405,FBN1,weill-marchesani syndrome,91.0
hsa-miR-542-3p,82.4970269188,FBN1,marfan syndrome,100.0
hsa-miR-542-3p,82.4970269188,FBN1,weill-marchesani syndrome,90.0
hsa-miR-542-3p,82.4970269188,FBN1,weill-marchesani syndrome,91.0
hsa-miR-5682,90.38944,FBN1,marfan syndrome,100.0
hsa-miR-5682,90.38944,FBN1,weill-marchesani syndrome,90.0
hsa-miR-5682,90.38944,FBN1,weill-marchesani syndrome,91.0
hsa-miR-5703,94.74555,FBN1,marfan syndrome,100.0
hsa-miR-5703,94.74555,FBN1,weill-marchesani syndrome,90.0
hsa-miR-5703,94.74555,FBN1,weill-marchesani syndrome,91.0
hsa-miR-582-5p,92.5853028661246,FBN1,marfan syndrome,100.0
hsa-miR-582-5p,92.5853028661246,FBN1,weill-marchesani syndrome,90.0
hsa-miR-582-5p,92.5853028661246,FBN1,weill-marchesani syndrome,91.0
hsa-miR-603,80.9031436347725,FBN1,marfan syndrome,100.0
hsa-miR-603,80.9031436347725,FBN1,weill-marchesani syndrome,90.0
hsa-miR-603,80.9031436347725,FBN1,weill-marchesani syndrome,91.0
hsa-miR-625-5p,81.8011,FBN1,marfan syndrome,100.0
hsa-miR-625-5p,81.8011,FBN1,weill-marchesani syndrome,90.0
hsa-miR-625-5p,81.8011,FBN1,weill-marchesani syndrome,91.0
hsa-miR-6504-3p,89.84044098,FBN1,marfan syndrome,100.0
hsa-miR-6504-3p,89.84044098,FBN1,weill-marchesani syndrome,90.0
hsa-miR-6504-3p,89.84044098,FBN1,weill-marchesani syndrome,91.0
hsa-miR-659-3p,97.3710510106,FBN1,marfan syndrome,100.0
hsa-miR-659-3p,97.3710510106,FBN1,weill-marchesani syndrome,90.0
hsa-miR-659-3p,97.3710510106,FBN1,weill-marchesani syndrome,91.0
hsa-miR-6730-5p,80.8365911536,FBN1,marfan syndrome,100.0
hsa-miR-6730-5p,80.8365911536,FBN1,weill-marchesani syndrome,90.0
hsa-miR-6730-5p,80.8365911536,FBN1,weill-marchesani syndrome,91.0
hsa-miR-6761-5p,86.4983,FBN1,marfan syndrome,100.0
hsa-miR-6761-5p,86.4983,FBN1,weill-marchesani syndrome,90.0
hsa-miR-6761-5p,86.4983,FBN1,weill-marchesani syndrome,91.0
hsa-miR-6813-3p,90.3134,FBN1,marfan syndrome,100.0
hsa-miR-6813-3p,90.3134,FBN1,weill-marchesani syndrome,90.0
hsa-miR-6813-3p,90.3134,FBN1,weill-marchesani syndrome,91.0
hsa-miR-6843-3p,94.298247218,FBN1,marfan syndrome,100.0
hsa-miR-6843-3p,94.298247218,FBN1,weill-marchesani syndrome,90.0
hsa-miR-6843-3p,94.298247218,FBN1,weill-marchesani syndrome,91.0
hsa-miR-6848-3p,94.298247218,FBN1,marfan syndrome,100.0
hsa-miR-6848-3p,94.298247218,FBN1,weill-marchesani syndrome,90.0
hsa-miR-6848-3p,94.298247218,FBN1,weill-marchesani syndrome,91.0
hsa-miR-6871-3p,91.16218,FBN1,marfan syndrome,100.0
hsa-miR-6871-3p,91.16218,FBN1,weill-marchesani syndrome,90.0
hsa-miR-6871-3p,91.16218,FBN1,weill-marchesani syndrome,91.0
hsa-miR-7158-3p,86.5696463641,FBN1,marfan syndrome,100.0
hsa-miR-7158-3p,86.5696463641,FBN1,weill-marchesani syndrome,90.0
hsa-miR-7158-3p,86.5696463641,FBN1,weill-marchesani syndrome,91.0
hsa-miR-758-3p,92.95387953094,FBN1,marfan syndrome,100.0
hsa-miR-758-3p,92.95387953094,FBN1,weill-marchesani syndrome,90.0
hsa-miR-758-3p,92.95387953094,FBN1,weill-marchesani syndrome,91.0
hsa-miR-8068,95.0909868271,FBN1,marfan syndrome,100.0
hsa-miR-8068,95.0909868271,FBN1,weill-marchesani syndrome,90.0
hsa-miR-8068,95.0909868271,FBN1,weill-marchesani syndrome,91.0
hsa-miR-8485,96.8917859548,FBN1,marfan syndrome,100.0
hsa-miR-8485,96.8917859548,FBN1,weill-marchesani syndrome,90.0
hsa-miR-8485,96.8917859548,FBN1,weill-marchesani syndrome,91.0
hsa-miR-9-5p,97.1309713419055,FBN1,marfan syndrome,100.0
hsa-miR-9-5p,97.1309713419055,FBN1,weill-marchesani syndrome,90.0
hsa-miR-9-5p,97.1309713419055,FBN1,weill-marchesani syndrome,91.0
hsa-miR-92a-3p,98.628837752,FBN1,marfan syndrome,100.0
hsa-miR-92a-3p,98.628837752,FBN1,weill-marchesani syndrome,90.0
hsa-miR-92a-3p,98.628837752,FBN1,weill-marchesani syndrome,91.0
hsa-miR-92b-3p,98.628837752,FBN1,marfan syndrome,100.0
hsa-miR-92b-3p,98.628837752,FBN1,weill-marchesani syndrome,90.0
hsa-miR-92b-3p,98.628837752,FBN1,weill-marchesani syndrome,91.0
hsa-miR-944,87.487115269181,FBN1,marfan syndrome,100.0
hsa-miR-944,87.487115269181,FBN1,weill-marchesani syndrome,90.0
hsa-miR-944,87.487115269181,FBN1,weill-marchesani syndrome,91.0
hsa-miR-98-3p,89.8688907277,FBN1,marfan syndrome,100.0
hsa-miR-98-3p,89.8688907277,FBN1,weill-marchesani syndrome,90.0
hsa-miR-98-3p,89.8688907277,FBN1,weill-marchesani syndrome,91.0
hsa-let-7a-3p,88.9423901678,LAMP2,glycogen storage disease type 2b,100.0
hsa-let-7b-3p,88.9423901678,LAMP2,glycogen storage disease type 2b,100.0
hsa-let-7f-1-3p,88.9423901678,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-12124,88.3617,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-1537-5p,80.5785,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-190a-3p,86.7344449827928,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-194-5p,90.86917,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-2052,81.9866685889923,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4703-3p,90.43071,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4762-5p,82.7337,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4789-5p,80.9973582336,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4802-3p,92.8083480604,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-5011-5p,94.1262331698506,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-6835-3p,83.4532588756,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-8068,97.1719358306873,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-8485,99.6074307781389,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-98-3p,88.9423901678,LAMP2,glycogen storage disease type 2b,100.0
hsa-let-7a-5p,92.1595648044492,LAMP2,glycogen storage disease type 2b,100.0
hsa-let-7b-5p,92.1595648044492,LAMP2,glycogen storage disease type 2b,100.0
hsa-let-7c-5p,92.1595648044492,LAMP2,glycogen storage disease type 2b,100.0
hsa-let-7d-5p,89.6068293831118,LAMP2,glycogen storage disease type 2b,100.0
hsa-let-7e-5p,92.1595648044492,LAMP2,glycogen storage disease type 2b,100.0
hsa-let-7f-5p,92.1595648044492,LAMP2,glycogen storage disease type 2b,100.0
hsa-let-7g-5p,92.1595648044492,LAMP2,glycogen storage disease type 2b,100.0
hsa-let-7i-5p,92.1595648044492,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-1-3p,81.7557200174,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-10527-5p,81.4317265410696,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-124-3p,89.4479,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-145-5p,92.9785349415012,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-190a-3p,99.5336786964047,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-2053,80.0101779392885,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-206,81.7557200174,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-223-5p,81.5339346988201,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-302b-5p,89.8616879249072,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-302d-5p,87.6051918155797,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-3065-5p,81.5835662969705,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-3163,81.022006953332,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-329-5p,83.188191015352,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-371b-5p,95.8356931171821,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-373-5p,95.8356931171821,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-374c-3p,83.361,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-3915,85.8293214007,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-3925-5p,89.4912051448197,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-3976,86.8445264114762,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4273,87.7639,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4282,91.1759717021955,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4311,82.18111738,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4458,89.6068293831118,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4499,83.885895455182,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4500,94.2408311240728,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4666b,90.58685,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4672,87.554888479,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4695-3p,82.1616418806,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4698,94.7866798294127,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-4775,80.7887052297082,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-495-3p,84.0492808420556,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-5011-5p,99.7670910182359,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-506-3p,90.92408,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-511-3p,85.2285019727712,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-5195-3p,92.9785349415012,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-520g-5p,82.6841415623,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-548aa,86.175804367,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-548ap-3p,86.175804367,LAMP2,glycogen storage disease type 2b,100.0
hsa-miR-548t-3p,86.175804367,LAMP2,glycogen storage disease type 2b,100.0
